x_bin,y_bin,z_bin,physical_dose_Gy,z_depth_cm,LETd_keV_um,RBE_wedenberg_ref,RBE_mcnamara_ref,alpha_beta_x_Gy,dose_Gy,dose_RBE_wedenberg_ref,dose_RBE_mcnamara_ref
0,0,155,0.0,15.55,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,156,0.0,15.65,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,157,0.0,15.75,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,158,0.0,15.85,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,159,0.0,15.95,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,160,0.0,16.05,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,161,0.0,16.150000000000002,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,162,0.0,16.25,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,163,0.0,16.35,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,164,0.0,16.45,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,165,0.0,16.55,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,166,0.0,16.650000000000002,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,167,0.0,16.75,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,168,0.0,16.85,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,169,0.0,16.95,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,170,0.0,17.05,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,171,0.0,17.150000000000002,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,172,0.0,17.25,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,173,0.0,17.35,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,174,0.0,17.45,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,175,0.0,17.55,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,176,0.0,17.650000000000002,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,177,0.0,17.75,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,178,0.0,17.85,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,179,5.4523865509806e-16,17.95,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,180,0.0,18.05,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,181,0.0,18.15,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,182,0.0,18.25,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,183,0.0,18.35,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,184,0.0,18.45,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,185,0.0,18.55,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,186,0.0,18.65,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,187,0.0,18.75,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,188,0.0,18.85,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,189,0.0,18.95,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,190,0.0,19.05,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,191,0.0,19.15,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,192,0.0,19.25,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,193,0.0,19.35,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,194,0.0,19.450000000000003,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,195,0.0,19.55,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,196,0.0,19.65,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,197,0.0,19.75,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,198,0.0,19.85,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
0,0,199,0.0,19.950000000000003,0.0,1.0,1.0236119877194194,10.0,2.0,2.0,2.047223975438839
