x_bin,y_bin,z_bin,physical_dose_Gy,z_depth_cm,LETd_keV_um,RBE_wedenberg_ref,RBE_mcnamara_ref,alpha_beta_x_Gy,dose_Gy,dose_RBE_wedenberg_ref,dose_RBE_mcnamara_ref
0,0,0,1.528078973933589e-05,0.05,0.945660412311554,1.042826175689697,1.115051627159119,1.412,4.0,4.171304702758788,4.460206508636476
0,0,1,1.488291491114069e-05,0.15000000000000002,0.8447556495666504,1.038328528404236,1.11196506023407,1.412,4.0,4.153314113616944,4.44786024093628
0,0,2,1.48359831655398e-05,0.25,0.8050405383110046,1.036553621292114,1.110748171806335,1.412,4.0,4.146214485168456,4.44299268722534
0,0,3,1.53001383296214e-05,0.35000000000000003,1.082299113273621,1.048890471458435,1.119219899177551,1.412,4.0,4.19556188583374,4.476879596710204
0,0,4,1.538745345897041e-05,0.45,1.174292087554932,1.052956342697144,1.122018933296204,1.412,4.0,4.211825370788576,4.488075733184816
0,0,5,1.524659728602273e-05,0.55,0.9270446300506592,1.041997671127319,1.114482760429382,1.412,4.0,4.167990684509276,4.457931041717528
0,0,6,1.560058626637328e-05,0.65,1.157746553421021,1.052226066589355,1.121515870094299,1.412,4.0,4.20890426635742,4.486063480377196
0,0,7,1.579551280883607e-05,0.75,1.083041667938232,1.048923254013062,1.119242548942566,1.412,4.0,4.195693016052248,4.476970195770264
0,0,8,1.540126140753273e-05,0.8500000000000001,0.852302610874176,1.038665413856506,1.112196087837219,1.412,4.0,4.154661655426024,4.448784351348876
0,0,9,1.576626164023764e-05,0.9500000000000001,0.9385085701942444,1.042508006095886,1.114833116531372,1.412,4.0,4.170032024383544,4.459332466125488
0,0,10,1.572474866406992e-05,1.05,1.009997963905334,1.045685291290283,1.117015957832336,1.412,4.0,4.182741165161132,4.468063831329344
0,0,11,1.646927012188826e-05,1.1500000000000001,1.037317633628845,1.046897411346436,1.117849230766296,1.412,4.0,4.187589645385744,4.471396923065184
0,0,12,1.64362536452245e-05,1.25,1.133227944374084,1.051143050193787,1.120770215988159,1.412,4.0,4.204572200775148,4.483080863952636
0,0,13,1.601219628355466e-05,1.35,1.02191960811615,1.046214461326599,1.117379665374756,1.412,4.0,4.184857845306396,4.469518661499024
0,0,14,1.600601717655081e-05,1.4500000000000002,0.865201473236084,1.039241194725037,1.112591028213501,1.412,4.0,4.156964778900148,4.450364112854004
0,0,15,1.629291364224628e-05,1.55,0.9841175079345704,1.044535994529724,1.116226196289062,1.412,4.0,4.178143978118896,4.464904785156248
0,0,16,1.620755756448489e-05,1.6500000000000001,0.9678406715393066,1.04381263256073,1.115729212760925,1.412,4.0,4.17525053024292,4.4629168510437
0,0,17,1.641592825762928e-05,1.75,0.9526408314704896,1.043136715888977,1.115264892578125,1.412,4.0,4.172546863555908,4.4610595703125
0,0,18,1.694959973974619e-05,1.85,1.044780850410461,1.047228336334229,1.118076682090759,1.412,4.0,4.188913345336916,4.472306728363036
